keyword	title	content
柴胡	九月陇西药市中药材回顾	9月份，第六届药博会即将召开，前来考察的各地药商药企增加，市场上人流量增加，但因产新临近和政策面影响，市场交易不见好转，大部分药材依然延续疲软走势。...
柴胡	[陇西药市]七月中旬西北地产药材动态	七月中旬，西北地区陆续进入夏收季节，由于天气炎热，降雨频繁，各类药材走动不快，价格低迷。家种药材走动不快，但价格基本平稳运行，大幅下降的品种不多。党参本...
柴胡	4月上旬陇西药市:各类药材出现高位盘整	四月上旬，各类药材出现高位盘整，由单边上升势头转为小幅回落态势，市场持货商和进货商经过一段的短兵相接，再次偃旗息鼓，观望评估。党参：市场个子110-1...
柴胡	[鲁振坤]涨价柴胡能否再升	受近期甘肃持续干旱影响，各规格柴胡价格均有不同幅度的上扬，目前亳州市场甘肃产家种一般统货(因质量不等)售价在40-55元之间，野生56-58元之间；内蒙黑柴胡6...
柴胡	H7N9禽流感来袭三天来清热解毒类中药材价格猛涨	4月2日我国发布在上海发现禽流感疫情，4月4日，江苏省相关部门公布了预防H7N9禽流感的中药处方，一些清热解毒类药材在此次禽流感疫情拉动下，市场和产地价格...
柴胡	[陇西药市]2012年陇西药市回顾与展望	2012年的陇西药市，在国家宏观经济大环境的探底回升中艰难运行，在几个当地看家品种的支撑下砥砺奋进，虽有波折，成绩喜人，虽有坎坷，前途光明。在总体运行质量和...
柴胡	柴胡行情下调之路	一、概述柴胡具有疏散退热、舒肝、升阳之功效，是我国传统常用中药材之一，其具有上千年的用药史。目前市场上流通的柴胡家种和野生资源均有，其中家种资源为主，野生资...
柴胡	家种药材产新上市，表现各不相同	11月上旬，节气已经立冬，陇西家种药材集中采挖上市，因产供销形势不同，价格呈现多样化走势，总体价格多有走高。span
柴胡	家种柴胡“财”路曲折	柴胡是药用大宗品种，随着近几年野生资源减少和采集量下降；家种资源以其含量与野生资源相当、种植管理技术简单、效益较高等优势，逐渐占据市场主导地位，其价格运行随生...
柴胡	2012年6月林州地产药材考察纪实（视频）	2012年6月申林根及当地的信息观察林州考察视频林州市是红旗渠精神的发祥地，位于河南省北部太行山东麓，地处山西、河北、河南三省交汇处。境内多山、丘陵地，独特...
柴胡	苍术降价无人采挖、金莲花将大量产新	围场满族蒙古族自治县位于河北省最北面，和内蒙古自治区交界，也是河北省占地面积最大的县。当地主产的中药材均为野生，有柴胡、黄芩、苍术、金莲花等。柴胡、黄芩经多年采...
柴胡	甘肃家种品种集体降温	四月以来甘肃产地降雨频繁，虽然雨量不大，但新种植的药材出苗有保障，天气拉动的上升行情不再，各类家种药材集体降温。柴胡:自2007年涨价之后，种植逐步恢复，去年产...
柴胡	甘肃家种品种集体降温	四月以来甘肃产地降雨频繁，虽然雨量不大，但新种植的药材出苗有保障，天气拉动的上升行情不再，各类家种药材集体降温。
柴胡	[陇西药市]文峰市场大多品种交易走缓	时下正是“五一”小长假，无论是大街或公园到处人头攒动，然而唯有药市冷冷清清，市场一片清淡，随处可见打牌、闲聊的本地经销商，外地客商更是寥...
柴胡	石家庄新乐县“31号柴胡”健康发展	31号柴胡又称石岛柴胡，主要出口日本。近年石家庄新乐县为了保证产品质量，大力发展订单种植。即从籽种、肥料、农药等关键技术环节，对种植户全部提供，且种植、管理、施...
柴胡	银柴胡生产未恢复价格仍将高位运行	谷雨已过，各地药材种植渐次落下帷幕，多数药材呈现扩种迹象，价格整体回落。小品种银柴胡则是卓尔不群，笑傲药市。原因为何？——库...
柴胡	山西万荣黄芩、柴胡近况	黄芩：黄芩近期行情较好，药农积极采挖货源，目前采挖已进入后期。近阶段一直有提取厂来此大量收购鲜品，鲜货货源成交量较大，收购价不断上涨，目前升至/span
柴胡	柴胡后市或现拐点	一、品种概述柴胡主产于山西万荣及甘肃陇西周边地区，野生、家种兼有。其不仅生长周期较长（一般为2-3年），而且单产量低，亩产约90-120公斤。二、市场走势1、...
柴胡	一场春潮后市场又低迷	经过了春节后药厂药商集中补货采购带来的人气高峰，近期市场采购商减少，各类地产药材进入正常消化，交易放缓，行情转稳，价格回落，呈现低迷走势。具体品种走势如下：党参...
柴胡	马蹄大黄将成为西北品种新亮点	马蹄大黄是甘肃四大地产中药材之一，近几年它的几个孪生兄弟纷纷亮相登场，各自步入它们的高价或天价。如当归、党参均突破百元大关，黄芪也表现不俗而创出历史高价。唯独大...
柴胡	甘肃品种——树欲静而风不止（中）	与党参、黄芪等品种的跃跃欲试相比，柴胡、甘草、大黄、款冬花的表现差强人意，是前进中的徘徊，还是下跌前的序曲？难解也难分。柴胡：家种货源自2004年丰产烂市...
柴胡	用季来临黄芩再次走畅	今年入冬以来，北方地区冷空气活动频繁，各地流感高发，药厂、药商均加大采购储备力度，推动黄芩再次走畅价升。目前，陇西产地个子18元，切片20元，鲜货7元，商家收...
柴胡	用季来临黄芩再次走畅	今年入冬以来，北方地区冷空气活动频繁，各地流感高发，药厂、药商均加大采购储备力度，推动黄芩再次走畅价升。目前，陇西产地个子spanlan
柴胡	家种柴胡或面临拐点	家种柴胡自去年进入高点之后，交易量呈现萎缩之势，市场货源消化不佳，今年后半年以来更是价格疲软，持货商经历持久战，心态渐渐浮躁，出售意愿强烈。去年同期还信誓旦旦...
柴胡	[鲁振坤]银柴胡行情仍将继续看好	又到银柴胡产新时，今年虽然好多品种产新走迟价滑，而银柴胡却变现不俗，行情非但没有下滑，反而稳中攀升，鲜品交易价由产新初期的18元左右上升为目前的19-20元。...
柴胡	柴胡后市浅析	一、柴胡简介柴胡为伞形科植物柴胡或狭叶柴胡的干燥根，春秋二季采挖，属清虚热中药，用于感冒发热、寒热往来、疟疾、肝郁气滞等症。其市场年需求量在5000吨左右...
柴胡	[陇西药市]甘肃文峰市场各品种走缓、价低	进入8月中旬到9月份以来甘肃基本都是阴雨天，昨日小到中雨今日又降中雨，气温下降至8-11度，这也应验了一句古话“一场秋雨一场凉十场秋雨棉衣上&rdq...
柴胡	张家口宣化苍术基本清仓柴胡货少	张家口宣化苍术基本清仓柴胡货少pclass="p0"style="MARGIN-TOP:0pt;
柴胡	[刘红卫]柴胡后势分析	柴胡行情自2007年冲高，2008年短暂回落，2009年再次冲高之后，就一直在高位盘整，并稳步攀升。现山西产地选装柴胡价80-85元，统装66-68元，产地大...
柴胡	2011年7月甘肃地产品种走势分析	开始进入伏天的7月，气温一天高于一天。药市相对却真正进入淡季，市场略显冷清。在国家严控通涨和药厂投料因高温停止进货的大背景下，各品种交易大都有所放缓，价位基本保...
柴胡	[陇西药市]7月份甘肃地产品种分析	7月份开始进入伏天天气温一天高于一天。相对药市却真正进入淡季，市场略显冷清。在国家严控通涨和药厂投料因气温高药厂停止进货的大背景下各品种交易量大都有所放缓，...
柴胡	[陇西药市]7月份甘肃地产品种分析	7月份开始进入伏天天气温一天高于一天。相对药市却真正进入淡季，市场略显冷清。在国家严控通涨的大背景下各品种交易大都放缓，价位保持基本稳定。党参在前半年因本...
